קטגוריה,שם רשמי (עברית),תנועה מיישבת,"נ""צ",תיאור/מיקום חופשי,מספר גיליון,תאריך פרסום,עמוד,טור,ציון OCR,ציון OCR ממוצע,מילה עם הציון הנמוך
ישובים,מורשת,האיחוד דחקלאי,1725.2475,"נ""צ 1725.2475, מושב של תנועת האיחוד דחקלאי, בגליל (כינוי ארעי קודם: שגב ד', אשחר); שם סמלי.",2633,1980-06-10,7,left,64.2,88.5,"ד',"
ישובים,מִחוּלֶה,המושבים הדתיים,1987.1908,"נ""צ 1987.1908, מושב שיתופי של תנועת המושבים הדתיים, הפועל המזרחי, בבקעה, במ""א ערבות הירדן; שם מקראי, אזכור לשם אבל מחולה.",2633,1980-06-10,7,left,7.2,87.2,מִחוּלֶה
ישובים,מכורֶה,האיחוד החקלאי,1902.1746,"נ""צ 1902.1746, מושב שיתופי של תנועת האיחוד החקלאי, בבקעה, במ""א ערבות הירדן; שם סמלי.",2633,1980-06-10,7,left,60.1,88.2,מכורֶה
ישובים,מַלכישועַ,,1893.2051,"נ""צ 1893.2051, היאחזות נת""ל בגלבוע (כלנוי ארעי קודם: מעלה נחל); שם מקראי, בנו של שאול (שמואל א', י""ד, מ""ט; ל""א, ב).",2633,1980-06-10,8,right,19.2,80.1,מַלכישועַ
ישובים,מָנוף,האיחוד התקלאי,1721.2500,"נ""צ 1721.2500, מושב של תנועת האיחוד התקלאי, בגליל (כינוי ארעי קודם: שגב ג'); השם סמלי לתעשייה.",2633,1980-06-10,8,right,77.1,89.4,(כינוי
ישובים,מָנות,המושבים,167.271,"נ""צ 167.271, מצפה מיועד למישב של תנועת המושבים, בגליל (כינוי ארעי קודם: חרדלית); על שם החרבה הסמוכה ח"" אל מנואת, שמקורו כנראה ארמי, ופירושו מנות.",2633,1980-06-10,8,right,60.5,88.9,מָנות
ישובים,מַעַלה אַדְמִים,,1788.1820,"נ""צ 1788.1820, עיר, מועצה מקומית; שם מקראי (ירושע ט""ו, ז'; ל""ת, י""ז).",2633,1980-06-10,8,right,12,72.9,"י""ז)."
ישובים,מעלה אפרים,,1881.1642,"נ""צ 1881.1642, ישוב עירוני בבקעה; דשם סמלי, לציון הדרך המובילה לארץ אפרים.",2633,1980-06-10,8,right,49,88.8,אפרים.
ישובים,מַעַלָה גֶלבועַ,הפועל המזרחי,189.208,"נ""צ 189.208, קיבוץ של תנועת הפועל המזרחי, בגלבוע, במ""א בקעת בית-שאן; רשם מקראי (שמואל א"", כ""ח, ד'; שמואל ב', א', כ""א).",2633,1980-06-10,8,right,0,81.6,גֶלבועַ
ישובים,מעלה גִמלא,רמושבים,2154.2557,"נ""צ 2154.2557, מושב של תנועת רמושבים בגולן (כינוי ארעי קודם: מורדות), במ""א גולן; השם סמלי, מציין את הדרך למבצר גמלא, מימי בית שבי.",2633,1980-06-10,8,right,16.4,87,גִמלא
ישובים,מצפה שָלֶם,איחוד רקבוצות והקיבוצים,1880.1085,"נ""צ 1880.1085, קיבוץ של תנועת איחוד רקבוצות והקיבוצים, בבקעה, במ""א מגילות; על שם נתן שלם ז""ל, איש ידיעת הארץ אשר, חקר במיוחד את מדבר יהודה.",2633,1980-06-10,8,right,28.5,88,שָלֶם
ישובים,וה,,1777.2513,"נ""צ 1777.2513, היאחזות נחל בגליל (כינוי ארעי קודם: שגב ט', נח""ל עצמון); על שם צמח ממשפחת השפתניים, בעל פרחים גדולים עשירים בצוף. העלים של מיני המרוח השונים משמשים למאכל מבושל, לרפואה או לתבלין. מוזכר בתלמוד שבת ק""ט, ב"".",2633,1980-06-10,8,right,2.7,86.6,וה
ישובים,מרְכַז שָפירא,,122.123,"ג""צ 122.123, מרכז גושי בחבל הבשור (כינוי ארעי קודם: דגנים), במ""א שפיר] על שם השר חיים משה שפירא ז""ל, ממייסדי תנועת דפועל המזרחי ומראשיה",2633,1980-06-10,8,right,20.8,85.4,שָפירא
ישובים,משואָה,העובד הציוני,1988.1089,"נ""צ 1988.1089, מושב של תנועת העובד הציוני, בבקעה, במ""א ערבות דירדן; שם סמלי, לציון המשואות שהיו משיאים על קרן סרטבה.",2633,1980-06-10,8,left,64.1,90,משואָה
ישובים,מִתֶת,,183.272,"נ""צ 183.272, מצפור בגליל (כינוי ארעי קודם: הר מתת); על פי שם ההר הסמוך.",2633,1980-06-10,8,left,48.9,88.5,מִתֶת
ישובים,מִתְתִיָהו,,1585.1485,"נ""צ 1585.1485, מושב שיתופי של פועלי אגודת ישראל, בשפלה הגבוהה (כינול ארעי קודם: חורון ד'), במ""א מטה בנימין, על שמו של מתתיהו החשמונאי.",2633,1980-06-10,8,left,0,87,מִתְתִיָהו
ישובים,נֶאות גולֶן,העובד הציוני,2150.2435,"נ""צ 2150.2435, מושב שיתופי של תנועת העובד הציוני, בגולן, במ""א גולן; השם סמלי.",2633,1980-06-10,8,left,0,82.2,נֶאות
ישובים,נָאות סיני,החרות --,038.056,"נ""צ 038.056, מושב של משקי תנועת החרות -- ביתר, בחבל ימית; (כינוי ארעי קודם: נחל סיגי); השם סמלי.",2633,1980-06-10,8,left,0,83.7,נָאות
ישובים,נביעות,המושבים,1175.8280,"נ""צ 1175.8280, מושב של תנועת המושבים, במפרץ אילת; השם סמלי ובצלילו דומה לשם נויבע הסמוך.",2633,1980-06-10,8,left,53.1,89.6,נויבע
ישובים,נוב,רמושבים הדתיים,2239.2484,"נ""צ 2239.2484, מושב של תנועת רמושבים הדתיים, הפועל המזרתי, בגולן; נוב הוא שם מקום מתקופת התלמוד, שהיה בתחום העיר סו- סיתא.",2633,1980-06-10,8,left,47.1,85.5,"המזרתי,"
ישובים,"נוה אָטי""ב",העובד הציוני,2195.2905,"נ""צ 2195.2905, מושב שיתופי של תנועת העובד הציוני, בגולן במ""א גולן; דקדומת ""נוה"" מציינת מקום קייט ותיירות, השם אטי""ב הוא ראשי תיבות של שמות ארבעה מוזברי הגרעין שנפלו בפעולות באזור החרמון.",2633,1980-06-10,8,left,10.2,88.1,"2195.2905,"
ישובים,נוה שַלום,,148.136,"ב""צ 148.136, מוסד חינוכי ביהודה; שם סמלי,",2633,1980-06-10,8,left,0,71.7,שַלום
ישובים,נְטור,הקיבוץ הארצי,2206.2506,"נ""צ 2206.2506, קיבוץ של תנועת הקיבוץ הארצי, בגולן (בינוי ארעי קודם: גשור ב); על שם גבעה סמוכה ""גבעת נטור* ששמה נקבע על פי דמיון הצלילים לשם אל מנטר.",2633,1980-06-10,8,left,16,83.8,נְטור
ישובים,ניר אַברְהֶם,דמושבים,0735.0665,"נ""צ 0735.0665, מושב של תנועת דמושבים בחבל ימית (כינוי ארעי קודם: ויפיח ד); על שמו של אברדם הרצפלד ז""ל, מאבות ההת- יישבות.",2633,1980-06-10,9,right,41.9,79.8,דמושבים
ישובים,ירן,הקיבוץ המאותד,1528.1934,"נ""צ 1528 1934, קיבוץ של תנועת הקיבוץ המאותד, בבקעה (כינוי ארעי קודם: נערן); השם סמלי לחקלאות.",2633,1980-06-10,9,right,35.4,84.7,ירן
ישובים,נצר חַזֶני,המושבים הדתיים של רפועל המזרחי,0880.0857,"נ""צ 0880 0857, מושב של תנועת המושבים הדתיים של רפועל המזרחי, בחבל עזה (כינוי ארעי קודם קטיף א'), במ""א חוף עזר; על שמו של מיכאל חזני ז""ל, מאבות הרתיישבות הדתית.",2633,1980-06-10,9,right,47.6,88.2,חַזֶני
ישובים,נצֶרים,,0988.0926,"נ""צ 0988 0926, היאחזות נח""ל בחבל עזה, במ""א חוף עזה; השם סמלי לחקלאות.",2633,1980-06-10,9,right,30.4,86.9,נצֶרים
ישובים,נתיב הגדוד,דמושבים,1850.1923,"נ""צ 1850 1923, מושב של תנועת דמושבים, בבקעד (כינוי ארעי קודם: פצאל ג'), במ""א ערבות הירדן; השם סמלי, לזכר הגדודים העבריים שחנו באזור במלחמת דעולם דראשונה, ומכאן כבשו את מעבר אום""שורט ועלו לאזור סאלט.",2633,1980-06-10,9,right,57.2,89.9,"דמושבים,"
ישובים,נתיב הֶעשָרָה,המושבים,0095.0745,"נ""צ 0095 0745, מושב של תנועת המושבים בחבל ימית (בינוי ארעי קודם: מנין), על שמם של עשרה חיילי צה""ל שנהרגו במסוק באזור זה",2633,1980-06-10,9,right,1.4,88.7,הֶעשָרָה
ישובים,סופָה,איחוד הקבוצות והקיבוצים,0725.0747,"נ""צ 0725.0747, קיבוץ של תנועת איחוד הקבוצות והקיבוצים, בחבל ימית (כינוי ארעי קודם: סוכות); שם סמלי, לציון סופות החול האופייניות לאיזור.",2633,1980-06-10,9,right,37.5,87.2,סופָה
ישובים,סלעית,,1549.1834,"נ""צ 1549.1834, היאחזות נח""ל בשפלה הגבוהה (כינוי ארעי קודם: צו"" נתן ב); שם סמלי לצורת פני השטח.",2633,1980-06-10,9,right,55.9,87.6,ב);
ישובים,ספיר,,0020.1675,"נ""צ 0020 1675, מרכז גושי בערבה, ישרת את היישובים פארן, צופר, חצבה ועוןיהב; מ""א הערבה דתיכונה; על שמו של פנחס ספיר ז""ל, שר ראוצר ויו""ר הנהלת הסוכנות היהודית.",2633,1980-06-10,9,right,17.1,87.8,ועוןיהב;
ישובים,מֶ,הקיבוץ הארצי,1505.9163,"נ""צ 1505.9163, קיבוץ של תנועת הקיבוץ הארצי, בערבה (כינוי ארעי קודם: סמר), מ""א חבל אילות; על שם הצמח סמר הגדל באזור ואופייני לאזורים צחיחים עם מים מלוחים.",2633,1980-06-10,9,right,28.9,88.1,מֶ
ישובים,עדי,,166.243,"נ""צ 166.243, מצפור בגליל (כינוי ארעי קודם: יפתח אל ב'); השם סמלי, מלה נרדפת לחלי, שהוא שם מקראט(יהושע י""ט, ב""ד), מקום בנחלת אשר, המזוהה בתל הסמוך.",2633,1980-06-10,9,left,48.2,87.5,ב');
ישובים,עדן,רמושבים,027.180,"נ""צ 027 180, מושב של תנועת רמושבים, בערבה, במ""א תמר; על שם הנחל דסמוך, שנקבע גם הוא על פי דמיון דצלילים לשם הקודם: ואדי אם אל עדן.",2633,1980-06-10,9,left,31.3,89.9,עדן
ישובים,"עין""זין",הקיבוץ המאוחד,2250.2780,"נ""צ 2250.2780, קיבוץ של תנועת הקיבוץ המאוחד בגולן, במ""א גולן; צורד עברית לשם הקודם עין זיון.",2633,1980-06-10,9,left,28.5,87.5,"עין""זין"
ישובים,עין-חַצבָה,האיחוד החקלאי,1735.0232,"נ""צ 1735.0232, מושב שיתופי של תנועת האיחוד החקלאי, בערבה (כינוי ארעי קודם: ירקנים), במ""א הערבה התיכונה; על שם רמעין הסמוך עין חצבה.",2633,1980-06-10,9,left,51,87.4,עין-חַצבָה
ישובים,"עין""נקובא",,1612.1444,"נ""צ 1612.1444, ישוב ערבי ביהודה, במ""א מטה ידודה.",2633,1980-06-10,9,left,17.1,70.2,"1612.1444,"
ישובים,עין-תְמֶר,רנושבים,1840.0435,"נ""צ 1840.0435, מושב של תנועת רנושבים, בערבה; (כינוי ארעי קודם: גאית הבכר ב'), במ""א תמר; השם סמלי לחקלאות.",2633,1980-06-10,9,left,4.4,81.4,עין-תְמֶר
ישובים,ַמְקָה,,199.267,"נ""צ 199.267, שם של מצפור בגליל (בינוי ארעי קודם: עמוקה); על שם רמעין הסמוך עין עמוקר,",2633,1980-06-10,9,left,62.9,89.3,ַמְקָה
ישובים,פְָארֶן,המושבים,1645.9750,"נ""צ 1645.9750, מושב של תנועת המושבים, בערבה במ""א הערגה התיכונה; על שם הנחל הסמוך.",2633,1980-06-10,9,left,13.7,85.9,פְָארֶן
ישובים,פלך,הקיבוץ הארצי,1724.200,"נ""צ 1724.200, קיבוץ של תנועת הקיבוץ הארצי, בגליל (כינוי ארעי קודם: תפן ג'); על שם כלי עבודה הקשור למלאכת האריגה (משלי ל""א, י""ט: ""וכפיה תמכו פלך"").",2633,1980-06-10,9,left,54.7,89.5,ג');
ישובים,פצאל,המושבים,1920.1612,"ג""צ 1920.1612, מושב של תנועת המושבים בבקעה, במ""א ערבות דירדן; צורה עברית לשם החרבה הסמוכה ח' פצאל.",2633,1980-06-10,9,left,51.1,88.2,"ג""צ"
ישובים,פריאל,זמושבים,0796.0086,"ב'""""צ 0796.0086, מושב של תנועת זמושבים בתבל ימית (כינוי ארעל קודם: רפיח ו); השם סמלי לחקלאות.",2633,1980-06-10,9,left,19.4,78.2,"ב'""""צ"
ישובים,"פֶרִי""גן",,0710.0674,"ג""צ 0710.0674, מושב של תנועתיהמושבים בחבל ימית (כינוי ארעי קודם: רפית 01; השם סמלי לחקלאות.",2633,1980-06-10,10,right,12,77.7,01;
ישובים,פַרְדם-החַנֶה-כַרכור,התאחדות האכרים,148.208,"ב""צ 148.208, מושבה מאוחדת של תנועת התאחדות האכרים (איחוד היישובים פרדס""חגה וכרכור למועצה מקומלת אחת).",2633,1980-06-10,10,right,0.9,77.8,פַרְדם-החַנֶה-כַרכור
ישובים,צבְעון,הקיבוץ הארצי,189.270,"נ""צ 189.270, מצפה המיועד לקיבוץ של תנועת הקיבוץ הארצי, בגליל (כינוי ארעי קודם: הר קלען); על שם הנחל הסמוך, שנקבע לר השם נחל צבעון, לפי דמיון הצלילים לשם ואדי א' צובייע.",2633,1980-06-10,10,right,61,90.2,צבְעון
ישובים,צופר,המושבים,1660.9890,"נ""צ 1660.9890, מושב של תנועת המושבים, בערבה; במ""א הערבה התיכונה; שם מקראי, אחד משלושת רעי איוב (איוב ב', י""א; וכ', ?",2633,1980-06-10,10,right,30.6,86.4,"נ""צ"
ישובים,צחר,,0950.0720,"נ""צ 0950.0720, מרכז גושי, חבל הבשור; שם מקראי, אחד מבני שמעון (בראשית מ""ו, י!).",2633,1980-06-10,10,right,17.3,85.2,י!).
ישובים,צַלְמון,,1847.2546,"נ""צ 1847.2546, היאחזות נח""ל בגליל; השם היסטורי, שם ישוב מתקופת המשנה והתלמוד (משנה כלאים ד', ט').",2633,1980-06-10,10,right,29.5,84.3,צַלְמון
ישובים,צביה,,181.255,"נ""צ 181.255, מצפה בגליל, מיועד ,להיות קיבוץ של תגועת הקיבוץ המאוחד (כינוי ארעי קודם: (נבי חלד); על שם צביה לובטקין, שהיתה ממנהיגי המרד בגיטו ורשה.",2633,1980-06-10,10,right,35.3,87.8,תגועת
ישובים,קדומים,,1850.1795,"נ""צ 1850.1795, ישוב קהילתי בשומרון (כינוי ארעי קודם: אלון מזרה, קדום), במ""א אשדות שומרון; שם סמלי.",2633,1980-06-10,10,right,77.6,88.9,קהילתי
